规则编号,适用方向,依据字段,匹配方式,关键词,排除关键词,对手名称含,一级标签,二级标签,三级标签,优先级,备注
R4225,支出,摘要或备注,包含,药款,,,经营类,主营业务,采购支出,710,词库
R4226,支出,摘要或备注,包含,耗材,,,经营类,主营业务,采购支出,710,词库
R4227,支出,摘要或备注,包含,菜,,,经营类,主营业务,采购支出,710,词库
R4228,支出,摘要或备注,包含,文印,,,经营类,主营业务,采购支出,710,词库
R4229,支出,摘要或备注,包含,手套,,,经营类,主营业务,采购支出,710,词库
R4230,支出,摘要或备注,包含,布款,,,经营类,主营业务,采购支出,710,词库
R4231,支出,摘要或备注,包含,购料,,,经营类,主营业务,采购支出,710,词库
R4232,支出,摘要或备注,包含,试剂,,,经营类,主营业务,采购支出,710,词库
R4233,支出,摘要或备注,包含,骨蜡,,,经营类,主营业务,采购支出,710,词库
R4234,支出,摘要或备注,包含,食品,,,经营类,主营业务,采购支出,710,词库
R4235,支出,摘要或备注,包含,图书,,,经营类,主营业务,采购支出,710,词库
R4236,支出,摘要或备注,包含,汽配,,,经营类,主营业务,采购支出,710,词库
R4237,支出,摘要或备注,包含,袖带,,,经营类,主营业务,采购支出,710,词库
R4238,支出,摘要或备注,包含,硒鼓,,,经营类,主营业务,采购支出,710,词库
R4239,支出,摘要或备注,包含,文体,,,经营类,主营业务,采购支出,710,词库
R4240,支出,摘要或备注,包含,面罩,,,经营类,主营业务,采购支出,710,词库
R4241,支出,摘要或备注,包含,酒精,,,经营类,主营业务,采购支出,710,词库
R4242,支出,摘要或备注,包含,金属,,,经营类,主营业务,采购支出,710,词库
R4243,支出,摘要或备注,包含,马口铁,,,经营类,主营业务,采购支出,710,词库
R4244,支出,摘要或备注,包含,印铁款,,,经营类,主营业务,采购支出,710,词库
R4245,支出,摘要或备注,包含,插管,,,经营类,主营业务,采购支出,710,词库
R4246,支出,摘要或备注,包含,检验,,,经营类,主营业务,采购支出,710,词库
R4247,支出,摘要或备注,包含,包子,,,经营类,主营业务,采购支出,710,词库
R4248,支出,摘要或备注,包含,副食,,,经营类,主营业务,采购支出,710,词库
R4249,支出,摘要或备注,包含,物资,,,经营类,主营业务,采购支出,710,词库
R4250,支出,摘要或备注,包含,螺丝,,,经营类,主营业务,采购支出,710,词库
R4251,支出,摘要或备注,包含,清理,,,经营类,主营业务,采购支出,710,词库
R4252,支出,摘要或备注,包含,进货,,,经营类,主营业务,采购支出,710,词库
R4253,支出,摘要或备注,包含,插销,,,经营类,主营业务,采购支出,710,词库
R4254,支出,摘要或备注,包含,镜,,,经营类,主营业务,采购支出,710,词库
R4255,支出,摘要或备注,包含,丝印费,,,经营类,主营业务,采购支出,710,词库
R4256,支出,摘要或备注,包含,齿轮,,,经营类,主营业务,采购支出,710,词库
R4257,支出,摘要或备注,包含,五金,,,经营类,主营业务,采购支出,710,词库
R4258,支出,摘要或备注,包含,复印,,,经营类,主营业务,采购支出,710,词库
R4259,支出,摘要或备注,包含,二氧化硅,,,经营类,主营业务,采购支出,710,词库
R4260,支出,摘要或备注,包含,电极,,,经营类,主营业务,采购支出,710,词库
R4261,支出,摘要或备注,包含,搭建,,,经营类,主营业务,采购支出,710,词库
R4262,支出,摘要或备注,包含,工作服,,,经营类,主营业务,采购支出,710,词库
R4263,支出,摘要或备注,包含,处理费,,,经营类,主营业务,采购支出,710,词库
R4264,支出,摘要或备注,包含,干燥剂,,,经营类,主营业务,采购支出,710,词库
R4265,支出,摘要或备注,包含,配电,,,经营类,主营业务,采购支出,710,词库
R4266,支出,摘要或备注,包含,包装,,,经营类,主营业务,采购支出,710,词库
R4267,支出,摘要或备注,包含,螺钉,,,经营类,主营业务,采购支出,710,词库
R4268,支出,摘要或备注,包含,夹克,,,经营类,主营业务,采购支出,710,词库
R4269,支出,摘要或备注,包含,货代,,,经营类,主营业务,采购支出,710,词库
R4270,支出,摘要或备注,包含,分析费,,,经营类,主营业务,采购支出,710,词库
R4271,支出,摘要或备注,包含,肩灯费,,,经营类,主营业务,采购支出,710,词库
R4272,支出,摘要或备注,包含,管道,,,经营类,主营业务,采购支出,710,词库
R4273,支出,摘要或备注,包含,目录,,,经营类,主营业务,采购支出,710,词库
R4274,支出,摘要或备注,包含,恢复费,,,经营类,主营业务,采购支出,710,词库
R4275,支出,摘要或备注,包含,挂镀费,,,经营类,主营业务,采购支出,710,词库
R4276,支出,摘要或备注,包含,租费,,,经营类,主营业务,采购支出,710,词库
R4277,支出,摘要或备注,包含,工作款,,,经营类,主营业务,采购支出,710,词库
R4278,支出,摘要或备注,包含,安转费,,,经营类,主营业务,采购支出,710,词库
R4279,支出,摘要或备注,包含,礼品杯,,,经营类,主营业务,采购支出,710,词库
R4280,支出,摘要或备注,包含,纯净水,,,经营类,主营业务,采购支出,710,词库
R4281,支出,摘要或备注,包含,口罩,,,经营类,主营业务,采购支出,710,词库
R4282,支出,摘要或备注,包含,塔吊款,,,经营类,主营业务,采购支出,710,词库
R4283,支出,摘要或备注,包含,托管费,,,经营类,主营业务,采购支出,710,词库
R4284,支出,摘要或备注,包含,刻专用章,,,经营类,主营业务,采购支出,710,词库
R4285,支出,摘要或备注,包含,奖品费,,,经营类,主营业务,采购支出,710,词库
R4286,支出,摘要或备注,包含,杀虫费,,,经营类,主营业务,采购支出,710,词库
R4287,支出,摘要或备注,包含,资源费,,,经营类,主营业务,采购支出,710,词库
R4288,支出,摘要或备注,包含,开关,,,经营类,主营业务,采购支出,710,词库
R4289,支出,摘要或备注,包含,大巴,,,经营类,主营业务,采购支出,710,词库
R4290,支出,摘要或备注,包含,门窗,,,经营类,主营业务,采购支出,710,词库
R4291,支出,摘要或备注,包含,计票,,,经营类,主营业务,采购支出,710,词库
R4292,支出,摘要或备注,包含,扩项费,,,经营类,主营业务,采购支出,710,词库
R4293,支出,摘要或备注,包含,快印费,,,经营类,主营业务,采购支出,710,词库
R4294,支出,摘要或备注,包含,订购费,,,经营类,主营业务,采购支出,710,词库
R4295,支出,摘要或备注,包含,修模费,,,经营类,主营业务,采购支出,710,词库
R4296,支出,摘要或备注,包含,编程款,,,经营类,主营业务,采购支出,710,词库
R4297,支出,摘要或备注,包含,砖款,,,经营类,主营业务,采购支出,710,词库
R4298,支出,摘要或备注,包含,校报,,,经营类,主营业务,采购支出,710,词库
R4299,支出,摘要或备注,包含,花木,,,经营类,主营业务,采购支出,710,词库
R4300,支出,摘要或备注,包含,创作费,,,经营类,主营业务,采购支出,710,词库
R4301,支出,摘要或备注,包含,喷涂款,,,经营类,主营业务,采购支出,710,词库
R4302,支出,摘要或备注,包含,家电,,,经营类,主营业务,采购支出,710,词库
R4303,支出,摘要或备注,包含,初审费,,,经营类,主营业务,采购支出,710,词库
R4304,支出,摘要或备注,包含,石墨,,,经营类,主营业务,采购支出,710,词库
R4305,支出,摘要或备注,包含,铁皮柜,,,经营类,主营业务,采购支出,710,词库
R4306,支出,摘要或备注,包含,抚养费,,,经营类,主营业务,采购支出,710,词库
R4307,支出,摘要或备注,包含,科研费,,,经营类,主营业务,采购支出,710,词库
R4308,支出,摘要或备注,包含,高球费,,,经营类,主营业务,采购支出,710,词库
R4309,支出,摘要或备注,包含,礼品费,,,经营类,主营业务,采购支出,710,词库
R4310,支出,摘要或备注,包含,盒,,,经营类,主营业务,采购支出,710,词库
R4311,支出,摘要或备注,包含,节能费,,,经营类,主营业务,采购支出,710,词库
R4312,支出,摘要或备注,包含,棒材款,,,经营类,主营业务,采购支出,710,词库
R4313,支出,摘要或备注,包含,色带,,,经营类,主营业务,采购支出,710,词库
R4314,支出,摘要或备注,包含,感光鼓,,,经营类,主营业务,采购支出,710,词库
R4315,支出,摘要或备注,包含,村料款,,,经营类,主营业务,采购支出,710,词库
R4316,支出,摘要或备注,包含,制版费,,,经营类,主营业务,采购支出,710,词库
R4317,支出,摘要或备注,包含,钣金款,,,经营类,主营业务,采购支出,710,词库
R4318,支出,摘要或备注,包含,图片,,,经营类,主营业务,采购支出,710,词库
R4319,支出,摘要或备注,包含,卷膜,,,经营类,主营业务,采购支出,710,词库
R4320,支出,摘要或备注,包含,摄像款,,,经营类,主营业务,采购支出,710,词库
R4321,支出,摘要或备注,包含,会长费,,,经营类,主营业务,采购支出,710,词库
R4322,支出,摘要或备注,包含,视频费,,,经营类,主营业务,采购支出,710,词库
R4323,支出,摘要或备注,包含,注册款,,,经营类,主营业务,采购支出,710,词库
R4324,支出,摘要或备注,包含,视频监控,,,经营类,主营业务,采购支出,710,词库
R4325,支出,摘要或备注,包含,球赛费,,,经营类,主营业务,采购支出,710,词库
R4326,支出,摘要或备注,包含,墙,,,经营类,主营业务,采购支出,710,词库
R4327,支出,摘要或备注,包含,编辑费,,,经营类,主营业务,采购支出,710,词库
R4328,支出,摘要或备注,包含,补漏款,,,经营类,主营业务,采购支出,710,词库
R4329,支出,摘要或备注,包含,液,,,经营类,主营业务,采购支出,710,词库
R4330,支出,摘要或备注,包含,蒸汽费,,,经营类,主营业务,采购支出,710,词库
R4331,支出,摘要或备注,包含,分销费,,,经营类,主营业务,采购支出,710,词库
R4332,支出,摘要或备注,包含,组件费,,,经营类,主营业务,采购支出,710,词库
R4333,支出,摘要或备注,包含,茅台,,,经营类,主营业务,采购支出,710,词库
R4334,支出,摘要或备注,包含,抢修费,,,经营类,主营业务,采购支出,710,词库
R4335,支出,摘要或备注,包含,转船费,,,经营类,主营业务,采购支出,710,词库
R4336,支出,摘要或备注,包含,经营款,,,经营类,主营业务,采购支出,710,词库
R4337,支出,摘要或备注,包含,瓦款,,,经营类,主营业务,采购支出,710,词库
R4338,支出,摘要或备注,包含,精品费,,,经营类,主营业务,采购支出,710,词库
R4339,支出,摘要或备注,包含,管杂费,,,经营类,主营业务,采购支出,710,词库
R4340,支出,摘要或备注,包含,压金费,,,经营类,主营业务,采购支出,710,词库
R4341,支出,摘要或备注,包含,线材,,,经营类,主营业务,采购支出,710,词库
R4342,支出,摘要或备注,包含,迷彩服,,,经营类,主营业务,采购支出,710,词库
R4343,支出,摘要或备注,包含,音响,,,经营类,主营业务,采购支出,710,词库
R4344,支出,摘要或备注,包含,租线,,,经营类,主营业务,采购支出,710,词库
R4345,支出,摘要或备注,包含,海绵,,,经营类,主营业务,采购支出,710,词库
R4346,支出,摘要或备注,包含,洗涤款,,,经营类,主营业务,采购支出,710,词库
R4347,支出,摘要或备注,包含,园林,,,经营类,主营业务,采购支出,710,词库
R4348,支出,摘要或备注,包含,设施,,,经营类,主营业务,采购支出,710,词库
R4349,支出,摘要或备注,包含,充款,,,经营类,主营业务,采购支出,710,词库
R4350,支出,摘要或备注,包含,成交款,,,经营类,主营业务,采购支出,710,词库
R4351,支出,摘要或备注,包含,保修,,,经营类,主营业务,采购支出,710,词库
R4352,支出,摘要或备注,包含,转移费,,,经营类,主营业务,采购支出,710,词库
R4353,支出,摘要或备注,包含,胶,,,经营类,主营业务,采购支出,710,词库
R4354,支出,摘要或备注,包含,饼,,,经营类,主营业务,采购支出,710,词库
R4355,支出,摘要或备注,包含,公交,,,经营类,主营业务,采购支出,710,词库
R4356,支出,摘要或备注,包含,椅,,,经营类,主营业务,采购支出,710,词库
R4357,支出,摘要或备注,包含,蓝图,,,经营类,主营业务,采购支出,710,词库
R4358,支出,摘要或备注,包含,监量费,,,经营类,主营业务,采购支出,710,词库
R4359,支出,摘要或备注,包含,实木门,,,经营类,主营业务,采购支出,710,词库
R4360,支出,摘要或备注,包含,三脚架,,,经营类,主营业务,采购支出,710,词库
R4361,支出,摘要或备注,包含,燃料,,,经营类,主营业务,采购支出,710,词库
R4362,支出,摘要或备注,包含,花款,,,经营类,主营业务,采购支出,710,词库
R4363,支出,摘要或备注,包含,门牌,,,经营类,主营业务,采购支出,710,词库
R4364,支出,摘要或备注,包含,运管费,,,经营类,主营业务,采购支出,710,词库
R4365,支出,摘要或备注,包含,甲供材,,,经营类,主营业务,采购支出,710,词库
R4366,支出,摘要或备注,包含,任险费,,,经营类,主营业务,采购支出,710,词库
R4367,支出,摘要或备注,包含,宣传款,,,经营类,主营业务,采购支出,710,词库
